epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,8859.59,0.56283,0.28149,0.85271,0.98545,0.98942,0.99241,0.86551,0.58161,0.25686,0.87597,0.0063667,0.0063667,0.0063667
369,8883.3,0.54667,0.27752,0.84474,0.99033,0.98864,0.99256,0.86456,0.58079,0.25714,0.8769,0.0063568,0.0063568,0.0063568
370,8908.02,0.54622,0.2811,0.84874,0.99189,0.99333,0.99268,0.86898,0.58189,0.2562,0.87524,0.0063469,0.0063469,0.0063469
371,8932.09,0.55385,0.28103,0.84795,0.98832,0.99188,0.99265,0.8667,0.58149,0.25563,0.87353,0.006337,0.006337,0.006337
372,8957.46,0.56577,0.28545,0.85498,0.98861,0.9863,0.99286,0.86857,0.57873,0.2555,0.87328,0.0063271,0.0063271,0.0063271
373,8980.77,0.55596,0.28273,0.85095,0.9886,0.98567,0.99291,0.8673,0.58214,0.25674,0.8744,0.0063172,0.0063172,0.0063172
374,9005.06,0.54075,0.27891,0.84908,0.98836,0.98377,0.99302,0.86611,0.58396,0.25732,0.87802,0.0063073,0.0063073,0.0063073
375,9029.29,0.54683,0.28182,0.84738,0.98811,0.98701,0.99279,0.86419,0.58332,0.25774,0.87961,0.0062974,0.0062974,0.0062974
376,9053.7,0.55595,0.28171,0.8499,0.98912,0.98701,0.99311,0.86896,0.57956,0.25586,0.876,0.0062875,0.0062875,0.0062875
377,9078.03,0.55371,0.28229,0.84598,0.98743,0.98539,0.99294,0.86548,0.58434,0.25356,0.87551,0.0062776,0.0062776,0.0062776
378,9102.21,0.55182,0.27667,0.84653,0.98527,0.98701,0.99301,0.86581,0.5842,0.25389,0.8746,0.0062677,0.0062677,0.0062677
379,9127.11,0.56648,0.28657,0.85323,0.98602,0.98701,0.99335,0.86673,0.59276,0.25522,0.88143,0.0062578,0.0062578,0.0062578
380,9151.18,0.53612,0.27714,0.84394,0.98772,0.99351,0.99356,0.86578,0.59394,0.25499,0.88299,0.0062479,0.0062479,0.0062479
381,9176.32,0.55275,0.27696,0.84361,0.98798,0.99026,0.99305,0.86663,0.59074,0.25245,0.88156,0.006238,0.006238,0.006238
382,9200.11,0.55504,0.27972,0.84711,0.98687,0.98864,0.99245,0.86862,0.59056,0.25518,0.88051,0.0062281,0.0062281,0.0062281
383,9225.16,0.56141,0.28274,0.8481,0.98668,0.98377,0.99303,0.86467,0.59406,0.25391,0.88252,0.0062182,0.0062182,0.0062182
384,9248.93,0.5537,0.28198,0.84852,0.98621,0.98701,0.9932,0.8647,0.59131,0.2561,0.87953,0.0062083,0.0062083,0.0062083
385,9274.36,0.55123,0.2802,0.85126,0.9823,0.9913,0.99291,0.86755,0.58731,0.25308,0.87944,0.0061984,0.0061984,0.0061984
386,9298.81,0.55114,0.27859,0.84909,0.98608,0.99188,0.99373,0.86623,0.5854,0.25384,0.87963,0.0061885,0.0061885,0.0061885
387,9322.64,0.5517,0.27977,0.84694,0.99135,0.98539,0.9932,0.86408,0.58656,0.255,0.87949,0.0061786,0.0061786,0.0061786
388,9348.42,0.54548,0.27388,0.84788,0.9864,0.99026,0.99256,0.86277,0.58454,0.25425,0.8779,0.0061687,0.0061687,0.0061687
